score,b1,b2,b3,b4,b5,b6,b7,b8,b9,p1,p2,s1,s2
-1,0.01200000000000001,0.06,0.02200000000000002,0.033999999999999975,0.13,0.02899999999999997,0.125,0.027000000000000024,-0.18200000000000002,-1.56,-1.2700000000000005,0,0
9,-0.034999999999999976,0.0010000000000000009,-0.16299999999999998,-0.134,-0.031000000000000028,-0.057999999999999996,0.038000000000000034,0.182,0.11099999999999999,-2.6500000000000004,-0.09999999999999964,0,1
-5,-0.05399999999999999,0.018000000000000016,0.14100000000000001,0.159,0.02899999999999997,-0.03899999999999998,0.009000000000000008,-0.19,-0.07799999999999996,2.2699999999999996,0.4800000000000004,0,0
-9,0.0050000000000000044,-0.035999999999999976,-0.008999999999999952,-0.09200000000000003,0.03200000000000003,0.01200000000000001,-0.27,-0.017000000000000015,0.04400000000000001,3.3299999999999996,1.3499999999999996,1,0
-11,0.237,0.01100000000000001,0.043999999999999984,0.04299999999999998,0.07100000000000001,0.08700000000000002,0.05199999999999999,-0.17400000000000002,-0.12,1.3900000000000001,0.9699999999999998,0,0
1,0.018000000000000016,0.08499999999999999,0.0010000000000000009,0.055999999999999994,-0.03999999999999998,-0.11699999999999999,0.02899999999999997,0.14400000000000002,0.06599999999999998,-1.23,-0.27000000000000046,0,0
-6,-0.015000000000000013,0.014000000000000012,-0.07500000000000001,0.019999999999999962,-0.03999999999999998,0.122,0.03199999999999997,0.12399999999999997,-0.16999999999999998,5.25,0.5999999999999996,0,0
-1,-0.04299999999999998,-0.2879999999999999,-0.018000000000000016,-0.010999999999999982,0.030000000000000027,-0.006000000000000005,-0.036000000000000004,-0.014999999999999958,0.008000000000000007,1.0,1.3399999999999999,0,0
-1,-0.10999999999999999,0.008000000000000007,0.08000000000000002,-0.03400000000000003,0.14200000000000002,0.03699999999999998,-0.041000000000000036,0.069,-0.227,-3.13,0.9299999999999997,0,0
-1,0.03799999999999998,-0.01200000000000001,0.01200000000000001,-0.02699999999999997,0.02999999999999997,-0.062,-0.07,0.13,-0.08300000000000002,-0.79,-0.7199999999999998,0,1
2,0.027000000000000024,0.008000000000000007,0.06799999999999995,0.065,0.101,-0.013999999999999957,-0.018000000000000016,0.12399999999999997,-0.11499999999999999,-2.4899999999999993,-0.3200000000000003,0,0
-2,-0.04299999999999998,0.07899999999999999,0.06,0.09299999999999997,0.035999999999999976,-0.0020000000000000018,-0.01100000000000001,0.293,0.098,0.8499999999999996,0.5700000000000003,0,0
2,-0.04200000000000001,0.08100000000000002,-0.23199999999999998,-0.01200000000000001,0.03600000000000003,-0.04999999999999999,0.129,-0.012999999999999984,-0.004999999999999949,-3.74,1.25,0,1
-10,-0.063,-0.023999999999999966,0.01599999999999996,0.07100000000000001,-0.04600000000000004,-0.10100000000000003,0.03400000000000003,0.0010000000000000009,0.03799999999999998,-1.3100000000000005,1.1,0,0
-2,0.019000000000000017,0.027000000000000024,0.118,0.021999999999999964,-0.040000000000000036,0.067,-0.03899999999999998,0.1,-0.049000000000000044,-4.029999999999999,-0.71,0,1
11,0.014000000000000012,-0.006000000000000005,0.025000000000000022,0.14,0.08299999999999999,0.015000000000000013,-0.002999999999999947,-0.11600000000000002,0.016000000000000014,0.14000000000000057,-0.5599999999999996,0,0
2,0.03999999999999998,0.07500000000000001,-0.10600000000000004,0.026000000000000023,-0.10299999999999998,0.05099999999999999,-0.09599999999999997,0.17099999999999999,0.003999999999999948,1.6399999999999997,-0.79,1,0
-2,0.041000000000000036,-0.10700000000000004,0.023999999999999966,0.047000000000000014,-0.11300000000000004,-0.03999999999999998,0.049000000000000044,0.021999999999999964,0.008000000000000007,-0.3099999999999996,-0.6200000000000001,1,0
5,0.0040000000000000036,-0.05299999999999999,-0.016000000000000014,0.014000000000000012,-0.021999999999999964,-0.006999999999999951,-0.03200000000000003,0.0030000000000000027,0.08600000000000002,-4.29,1.2000000000000002,0,0
-6,-0.045999999999999985,-0.025000000000000022,-0.055999999999999994,0.06599999999999995,0.086,0.06,-0.05499999999999999,0.041000000000000036,0.08499999999999999,-2.03,0.21999999999999975,1,1
15,0.024999999999999967,0.08399999999999996,0.154,0.067,-0.05399999999999999,0.20700000000000002,-0.029000000000000026,0.02300000000000002,-0.03,-1.1099999999999999,-1.1899999999999995,0,0
-5,0.01599999999999996,-0.02100000000000002,-0.059,-0.045999999999999985,0.017000000000000015,-0.08300000000000002,0.10000000000000003,0.020000000000000018,-0.033999999999999975,0.41999999999999993,-0.6799999999999997,1,0
6,0.019000000000000017,-0.123,0.06999999999999995,-0.202,0.09000000000000002,0.10199999999999998,0.031,0.007000000000000006,0.062,-5.3100000000000005,-0.7400000000000002,0,0
1,0.007000000000000006,0.0,-0.009000000000000008,-0.15000000000000002,-0.045999999999999985,0.026000000000000023,-0.05299999999999999,0.069,0.025999999999999968,3.8099999999999996,1.1400000000000001,0,0
8,-0.061,-0.015000000000000013,-0.030000000000000027,0.1,0.04299999999999998,0.08200000000000002,-0.015000000000000013,0.046999999999999986,-0.05200000000000002,-0.33000000000000007,0.040000000000000036,0,1
3,-0.006000000000000005,0.04799999999999999,0.062,0.10099999999999998,0.06,-0.019000000000000017,0.034999999999999976,-0.138,0.18700000000000003,-5.85,-1.2400000000000002,0,0
-7,-0.12600000000000003,-0.025000000000000022,-0.028000000000000025,0.017000000000000015,0.15400000000000003,-0.193,0.12599999999999997,-0.07100000000000001,-0.07199999999999998,-1.79,-0.5800000000000001,0,0
4,0.04300000000000004,-0.10300000000000004,0.07900000000000001,0.006999999999999951,-0.15899999999999997,0.07200000000000001,-0.036000000000000004,0.04200000000000004,0.017000000000000015,-2.8000000000000007,-0.8200000000000003,0,0
3,-0.04199999999999998,-0.08000000000000002,-0.013000000000000012,0.018000000000000016,-0.01699999999999996,-0.135,-0.05099999999999999,0.04199999999999998,0.10799999999999998,1.7400000000000002,1.0700000000000003,0,0
4,-0.05099999999999999,0.08600000000000002,0.07,-0.18400000000000002,0.0020000000000000018,0.06699999999999995,-0.04999999999999999,0.13699999999999998,-0.05399999999999999,0.08999999999999986,-0.05999999999999961,0,0
-1,0.07800000000000001,0.09599999999999997,0.040000000000000036,-0.01100000000000001,0.06399999999999997,0.048000000000000015,0.08400000000000002,-0.030000000000000027,-0.036000000000000004,-0.2400000000000002,-1.1900000000000004,0,0
-2,0.022999999999999965,-0.11399999999999999,-0.07699999999999996,0.044999999999999984,-0.131,-0.021999999999999964,-0.05099999999999999,0.048000000000000015,-0.06200000000000003,3.7500000000000004,-0.25,0,0
-1,-0.063,-0.046999999999999986,-0.050000000000000044,-0.062,-0.122,-0.093,-0.01200000000000001,0.03899999999999998,-0.01999999999999999,1.92,1.7999999999999998,0,0
3,-0.03500000000000003,-0.04600000000000004,0.010000000000000009,0.01200000000000001,0.08300000000000002,0.09899999999999998,0.08999999999999997,-0.07900000000000001,-0.07500000000000001,1.5199999999999996,0.4900000000000002,0,0
-5,-0.0010000000000000009,0.010000000000000009,0.14700000000000002,-0.059000000000000025,-0.05499999999999999,0.10900000000000004,-0.0020000000000000018,-0.01200000000000001,0.013000000000000012,4.859999999999999,0.46999999999999975,0,1
-2,0.01100000000000001,0.03200000000000003,-0.012999999999999956,0.15800000000000003,0.035999999999999976,-0.03899999999999998,-0.11300000000000002,0.012999999999999956,0.10300000000000001,1.2400000000000002,-1.4899999999999998,0,0
-8,-0.122,-0.019000000000000017,0.038000000000000034,0.04800000000000004,-0.11399999999999999,-0.034999999999999976,-0.03,0.04000000000000001,-0.06999999999999995,6.71,-0.08999999999999986,0,1
7,-0.07300000000000001,-0.0040000000000000036,-0.09800000000000003,-0.064,0.0040000000000000036,-0.07800000000000001,0.009000000000000008,-0.01999999999999999,-0.024999999999999994,-1.2600000000000002,1.6799999999999997,0,0
2,-0.025000000000000022,-0.007000000000000006,-0.049000000000000044,-0.0010000000000000009,0.07200000000000001,0.16,-0.025000000000000022,0.05199999999999999,-0.09899999999999998,0.040000000000000036,0.4500000000000002,1,0
-6,-0.013999999999999957,0.123,-0.07499999999999998,0.03199999999999997,0.0010000000000000009,0.009999999999999953,-0.06,0.030000000000000027,0.15200000000000002,4.6,0.5499999999999998,0,1
3,-0.006000000000000005,-0.01100000000000001,0.35,-0.05399999999999999,0.04300000000000004,-0.09499999999999997,0.182,0.056999999999999995,0.07300000000000001,-2.45,-1.5500000000000003,0,0
1,-0.013000000000000012,-0.10499999999999998,0.0030000000000000027,-0.030999999999999972,-0.147,0.04199999999999998,0.010000000000000009,0.05300000000000002,-0.0050000000000000044,2.73,-0.1200000000000001,0,1
11,-0.07400000000000001,0.018000000000000016,0.0,0.02400000000000002,-0.03700000000000003,-0.14,0.02400000000000002,0.064,0.096,-2.54,1.4300000000000006,0,0
-2,0.017000000000000015,-0.018000000000000016,0.03699999999999998,-0.025000000000000022,0.11499999999999999,0.01200000000000001,-0.039000000000000035,-0.09999999999999998,0.047000000000000014,2.0399999999999996,0.5,1,0
-6,0.135,-0.020000000000000018,-0.019999999999999962,-0.06,-0.009000000000000008,-0.064,0.04400000000000004,0.030000000000000027,-0.06200000000000003,2.62,0.6799999999999997,0,1
5,-0.056999999999999995,-0.04899999999999999,-0.04899999999999999,0.07800000000000001,-0.01599999999999996,0.07200000000000004,0.21200000000000002,0.08200000000000002,-0.051000000000000045,1.1000000000000005,-1.5799999999999996,0,0
4,0.02899999999999997,-0.07900000000000001,-0.04899999999999999,-0.07500000000000001,-0.019000000000000017,0.12100000000000002,-0.03899999999999998,0.05099999999999999,-0.008000000000000007,-3.05,1.5,0,0
-3,0.04999999999999999,0.05199999999999999,0.09799999999999998,0.127,0.068,0.03899999999999998,-0.04100000000000001,-0.129,-0.129,2.52,-0.4900000000000002,0,0
-3,0.023999999999999966,-0.08500000000000002,0.07600000000000001,0.016000000000000014,-0.09999999999999998,0.134,0.06999999999999998,-0.05400000000000002,0.14600000000000002,-3.5599999999999996,-0.8399999999999999,0,0
-11,-0.04700000000000004,0.03600000000000003,-0.01200000000000001,0.052000000000000046,0.11200000000000002,0.10899999999999999,-0.05299999999999999,-0.04500000000000004,-0.174,3.17,1.0499999999999998,0,0
1,0.04099999999999998,0.027000000000000024,0.10999999999999999,0.022999999999999965,-0.016000000000000014,0.133,0.002999999999999947,0.020000000000000018,-0.086,0.20000000000000018,0.16000000000000014,0,1
1,-0.0050000000000000044,0.017000000000000015,-0.03799999999999998,-0.013000000000000012,-0.032999999999999974,0.04000000000000001,-0.07800000000000001,-0.06300000000000003,0.142,4.130000000000001,1.4299999999999997,1,0
-9,0.04800000000000004,0.06999999999999998,0.043999999999999984,-0.135,0.05099999999999999,-0.010000000000000009,0.064,-0.05100000000000002,-0.10600000000000001,5.4,-0.33999999999999986,0,0
-1,0.028000000000000025,0.006999999999999951,-0.08099999999999996,0.17800000000000002,-0.039000000000000035,0.07399999999999995,0.07700000000000001,0.07499999999999998,0.009000000000000008,-0.09999999999999964,-0.7899999999999996,0,0
3,0.013000000000000012,0.009000000000000008,-0.07700000000000001,0.02300000000000002,0.01699999999999996,-0.07599999999999998,0.094,0.009999999999999953,0.11200000000000002,-3.8199999999999994,0.96,0,0
-3,0.04099999999999998,-0.0020000000000000018,0.057999999999999996,0.089,0.126,-0.01599999999999996,-0.06500000000000003,0.122,-0.006000000000000005,0.9399999999999995,0.20000000000000018,0,0
